Accepted_SPNAME,BloomColors
Linanthus grandiflorus,
Lindera benzoin,White
Lindera benzoin,Yellow
Lindera benzoin,Green
Lindera benzoin,Yellow–green
Lindera melissifolia,Yellow
Lindernia dubia,White
Lindernia dubia,Blue
Lindernia dubia,Purple
Lindernia grandiflora,White
Lindernia grandiflora,Blue
Lindernia grandiflora,Purple
Lindernia pyxidaria,
Lindheimera texana,Yellow
Linnaea borealis,White
Linnaea borealis,Pink
Linum lewisii,Blue
Linum lewisii,Purple
Linum perenne,Blue
Linum rigidum,Orange
Linum rigidum,Yellow
Linum rigidum,Red
Linum sulcatum,Yellow
Linum virginianum,Yellow
Liparis liliifolia,Green
Liparis liliifolia,Purple
Liparis loeselii,White
Liparis loeselii,Yellow
Liparis loeselii,Green
Lippia alba,White
Lippia alba,Pink
Lippia alba,Violet
Lippia alba,Purple
Lippia graveolens,
Liquidambar styraciflua,White
Liquidambar styraciflua,Green
Liriodendron tulipifera,Green
Liriodendron tulipifera,orange
Liriodendron tulipifera,Green–yellow
Liriodendron tulipifera,Yellow
Liriodendron tulipifera,Brown
Lithophragma parviflorum,White
Lithophragma parviflorum,Pink
Lithospermum canescens,Orange
Lithospermum canescens,Yellow
Lithospermum caroliniense,Yellow
Lithospermum incisum,Yellow
Lithospermum latifolium,White
Lithospermum latifolium,Yellow
Lithospermum occidentale,White
Lithospermum occidentale,Green
Lithospermum occidentale,Brown
Lithospermum ruderale,White
Lithospermum ruderale,Yellow
Litsea aestivalis,Yellow
Littorella uniflora,White
Lobelia × speciosa,
Lobelia amoena,Blue
Lobelia cardinalis,Red
Lobelia elongata,White
Lobelia elongata,Blue
Lobelia elongata,Purple
Lobelia fulgens,
Lobelia glandulosa,White
Lobelia glandulosa,Blue
Lobelia glandulosa,Purple
Lobelia inflata,White
Lobelia inflata,Blue
Lobelia inflata,Violet
Lobelia inflata,Purple
Lobelia kalmii,White
Lobelia kalmii,blue
Lobelia kalmii,Blue
Lobelia kalmii,Purple
Lobelia laxiflora,Orange
Lobelia laxiflora,Yellow
Lobelia laxiflora,Red
Lobelia puberula,White
Lobelia puberula,Blue
Lobelia siphilitica,White
Lobelia siphilitica,Blue
Lobelia spicata,White
Lobelia spicata,Blue
Lobelia spicata,Purple
Loiseleuria procumbens,White
Loiseleuria procumbens,Pink
Lomatium foeniculaceum,Yellow
Lonicera alba,
Lonicera albiflora,White
Lonicera caerulea,White
Lonicera caerulea,Yellow
Lonicera canadensis,Yellow
Lonicera canadensis,Purple
Lonicera ciliosa,Orange
Lonicera ciliosa,Yellow
Lonicera dioica,Purple
Lonicera dioica,maroon
Lonicera dioica,Yellow
Lonicera dioica,Orange
Lonicera dioica,Red
Lonicera flava,Orange
Lonicera flava,Yellow
Lonicera hirsuta,Orange
Lonicera hirsuta,Yellow
Lonicera hispidula,White
Lonicera hispidula,Pink
Lonicera hispidula,Yellow
Lonicera hispidula,Purple
Lonicera involucrata,Yellow
Lonicera involucrata,Purple
Lonicera involucrata,Red
Lonicera oblongifolia,White
Lonicera oblongifolia,Yellow
Lonicera reticulata,Orange
Lonicera reticulata,Yellow
Lonicera sempervirens,Yellow
Lonicera sempervirens,Red
Lonicera villosa,White
Lonicera villosa,Yellow
Lophiola aurea,Yellow
Lophiola aurea,Brown
Lophiola aurea,Red
Lophophora williamsii,White
Lophophora williamsii,Pink
Ludwigia alternifolia,Yellow
Ludwigia bonariensis,Yellow
Ludwigia decurrens,White
Ludwigia decurrens,Yellow
Ludwigia hirtella,Yellow
Ludwigia maritima,Yellow
Ludwigia palustris,Green
Ludwigia pilosa,Yellow
Ludwigia pilosa,Green
Ludwigia virgata,Yellow
Luetkea pectinata,White
Lupinus affinis,
Lupinus albicaulis,White
Lupinus albicaulis,Purple
Lupinus albifrons,White
Lupinus albifrons,Pink
Lupinus albifrons,Blue
Lupinus albifrons,Purple
Lupinus arboreus,Yellow
Lupinus arboreus,Blue
Lupinus caudatus,Blue
Lupinus chamissonis,
Lupinus confertus,Pink
Lupinus confertus,Blue
Lupinus densiflorus,White
Lupinus diffusus,Violet
Lupinus diffusus,Blue
Lupinus formosus,Blue
Lupinus hirsutissimus,Pink
Lupinus hirsutissimus,Purple
Lupinus hirsutissimus,Red
Lupinus lyallii,Blue
Lupinus lyallii,Purple
Lupinus nanus,Blue
Lupinus nootkatensis,Blue
Lupinus nootkatensis,Purple
Lupinus ornatus,
Lupinus paynei,
Lupinus perennis,Blue
Lupinus perennis,Blue–purple
Lupinus perennis,Purple
Lupinus polyphyllus,Pink
Lupinus polyphyllus,Blue
Lupinus polyphyllus,Purple
Lupinus rivularis,White
Lupinus rivularis,Pink
Lupinus rivularis,Purple
Lupinus sericeus,Blue
Lupinus sericeus,Purple
Lupinus subcarnosus,Blue
Lupinus subcarnosus,Purple
Lupinus succulentus,Blue
Lupinus succulentus,Purple
Lupinus sulphureus,Yellow
Lupinus texensis,White
Lupinus texensis,Blue
Lupinus truncatus,
Lupinus variicolor,White
Lupinus variicolor,Purple
Lupinus variicolor,Pink
Lupinus variicolor,Yellow
Lupinus variicolor,Blue
Lupinus villosus,Violet
Lupinus villosus,Blue
Luzula acuminata,Brown
Luzula confusa,Green
Luzula confusa,Brown
Luzula echinata,Green
Luzula echinata,Brown
Luzula multiflora,Green
Luzula multiflora,Brown
Luzula multiflora,Purple
Luzula pilosa,
Lycium carolinianum,Purple
Lycium pallidum,White
Lycium pallidum,Green
Lycium pallidum,Purple
Lycopodiella alopecuroides,Not Applicable
Lycopodiella inundata,Not Applicable
Lycopodium annotinum,Green
Lycopodium annotinum,Not Applicable
Lycopodium clavatum,Not Applicable
Lycopodium complanatum,Not Applicable
Lycopodium dendroideum,Not Applicable
Lycopodium obscurum,Not Applicable
Lycopodium tristachyum,Not Applicable
Lycopus americanus,White
Lycopus americanus,Purple
Lycopus lucidus,
Lycopus uniflorus,White
Lycopus virginicus,White
Lygodium palmatum,Not Applicable
Lyonia ligustrina,White
Lyonia lucida,Pink
Lyonia lucida,Red
Lyonia mariana,White
Lyonia mariana,Pink
Lyonothamnus floribundus,White
Lysichiton camtschatcensis,
Lysiloma latisiliquum,White
Lysiloma latisiliquum,Green
Lysimachia ciliata,Yellow
Lysimachia ciliata,Red
Lysimachia hybrida,Yellow
Lysimachia lanceolata,Yellow
Lysimachia lanceolata,Purple
Lysimachia lanceolata,Red
Lysimachia quadriflora,Yellow
Lysimachia quadrifolia,Yellow
Lysimachia quadrifolia,Red
Lysimachia terrestris,Yellow
Lysimachia terrestris,Red
Lysimachia thyrsiflora,Yellow
Lythrum alatum,Pink
Lythrum alatum,Purple
Lythrum vulneraria,
Machaeranthera tanacetifolia,Violet
Machaeranthera tanacetifolia,Blue
Machaeranthera tanacetifolia,Purple
Maclura pomifera,Green
Madia elegans,Yellow
Madia elegans,Red
Madia sativa,Yellow
Madia sativa,Purple
Madia sativa,Red
Magnolia acuminata,White
Magnolia acuminata,Yellow
Magnolia acuminata,Green
Magnolia acuminata,Brown
Magnolia ashei,
Magnolia fraseri,White
Magnolia grandiflora,White
Magnolia macrophylla,White
Magnolia pyramidata,
Magnolia tripetala,White
Magnolia virginiana,White
Mahonia aquifolium,
Mahonia nervosa,
Mahonia repens,
Mahonia trifoliolata,
Maianthemum canadense,White
Maianthemum dilatatum,White
Maianthemum racemosum,White
Maianthemum stellatum,White
Maianthemum trifolium,White
Malacothrix californica,White
Malacothrix californica,Yellow
Malaxis unifolia,Green
Malosma laurina,White
Malpighia glabra,Pink
Malus angustifolia,White
Malus angustifolia,Pink
Malus coronaria,White
Malus coronaria,Pink
Malus fusca,White
Malus fusca,Pink
Malus glaucescens,
Malus ioensis,White
Malus ioensis,Pink
Malvella leprosa,White
Malvella leprosa,Yellow
Mammillaria heyderi,White
Mammillaria heyderi,Pink
Mammillaria heyderi,Yellow
Mammillaria prolifera,Yellow
Mammillaria sphaerica,Yellow
Manfreda virginica,
Marshallia caespitosa,White
Marshallia caespitosa,Pink
Marshallia caespitosa,Purple
Marshallia grandiflora,Pink
Marshallia trinervia,White
Marshallia trinervia,Pink
Martynia louisiana,
Mascagnia macroptera,
Matelea carolinensis,Purple
Matelea carolinensis,Brown
Matelea carolinensis,Red
Matelea gonocarpos,
Matelea obliqua,Purple
Matelea obliqua,Red
Matteuccia pensylvanica,
Matteuccia struthiopteris,
Maurandella antirrhiniflora,White
Maurandella antirrhiniflora,Violet
Maurandella antirrhiniflora,Purple
Mayaca fluviatilis,White
Mayaca fluviatilis,Pink
Mayaca fluviatilis,Violet
Mayaca fluviatilis,Red
Mecardonia procumbens,Yellow
Medeola virginiana,Yellow
Medeola virginiana,Green
Medeola virginiana,Brown
Meehania cordata,Purple
Melampodium cinereum,White
Melampodium cinereum,Yellow
Melampodium divaricatum,Orange
Melampodium divaricatum,Yellow
Melampodium leucanthum,White
Melampodium leucanthum,Yellow
Melampyrum lineare,White
Melampyrum lineare,Yellow
Melanthera nivea,White
Melanthium virginicum,
Melica mutica,Yellow
Melica mutica,Green
Melica mutica,Brown
Melica porteri,Not Applicable
Melothria pendula,Yellow
Menispermum canadense,White
Menispermum canadense,Green
Menispermum canadense,Brown
Menodora scabra,Yellow
Mentha × piperita,
Mentha arvensis,White
Mentha arvensis,Purple
Mentha arvensis,Pink
Mentha arvensis,purple
Mentha arvensis,pink
Mentha canadensis,
Mentha crispa,
Mentha X piperita,
Mentzelia albescens,Yellow
Mentzelia decapetala,White
Mentzelia decapetala,Yellow
Mentzelia laevicaulis,Yellow
Mentzelia lindleyi,Yellow
Mentzelia nuda,White
Menyanthes trifoliata,White
Menyanthes trifoliata,Pink
Menyanthes trifoliata,Purple
Menziesia ferruginea,White
Menziesia ferruginea,Green
Menziesia ferruginea,Pink
Menziesia ferruginea,Yellow
Menziesia ferruginea,Red
Menziesia pilosa,White
Menziesia pilosa,Yellow
Menziesia pilosa,Green
Menziesia pilosa,Red
Merremia dissecta,White
Merremia dissecta,Purple
Mertensia alpina,Blue
Mertensia ciliata,Blue
Mertensia lanceolata,Blue
Mertensia lanceolata,Purple
Mertensia longiflora,Pink
Mertensia longiflora,Blue
Mertensia longiflora,Purple
Mertensia oblongifolia,Blue
Mertensia oblongifolia,Purple
Mertensia paniculata,Blue
Mertensia virginica,Pink
Mertensia virginica,blue
Mertensia virginica,Blue
Mertensia virginica,Purple
Micranthemum umbrosum,White
Micranthes careyana,
Micranthes hieraciifolia,Green
Micranthes hieraciifolia,Purple
Micranthes micranthidifolia,White
Micranthes micranthidifolia,Yellow
Micranthes pensylvanica,White
Micranthes pensylvanica,Yellow
Micranthes pensylvanica,Purple
Micranthes petiolaris,White
Micranthes petiolaris,Yellow
Micranthes virginiensis,White
Micromeria douglasii,White
Microsorum punctatum,
Microstegium glabratum,
Mikania scandens,White
Mikania scandens,Pink
Milium effusum,White
Milium effusum,Green
Milla biflora,White
Milla biflora,Green
Mimosa aculeaticarpa,White
Mimosa aculeaticarpa,Pink
Mimosa microphylla,Pink
Mimosa pigra,
Mimosa quadrivalvis,Pink
Mimosa strigillosa,Pink
Mimulus alatus,White
Mimulus alatus,Pink
Mimulus alatus,Blue
Mimulus alatus,Violet
Mimulus aurantiacus,
Mimulus cardinalis,
Mimulus langsdorffii,
Mimulus lewisii,White
Mimulus lewisii,Violet
Mimulus lewisii,Purple
Mimulus lewisii,Pink
Mimulus lewisii,Red
Mimulus ringens,Pink
Mimulus ringens,Blue
Mimulus ringens,Purple
Mimulus ringens,Red
Minuartia michauxii,White
Mirabilis albida,White
Mirabilis albida,Pink
Mirabilis albida,Violet
Mirabilis albida,Red
Mirabilis californica,
Mirabilis longiflora,White
Mirabilis longiflora,Pink
Mirabilis longiflora,Purple
Mirabilis longiflora,Red
Mirabilis multiflora,Pink
Mitchella repens,White
Mitchella repens,Pink
Mitchella repens,Purple
Mitella caulescens,White
Mitella caulescens,Green
Mitella caulescens,Purple
Mitella diphylla,White
Mitella nuda,White
Mitella nuda,Yellow
Mitella nuda,Green
Mitella pentandra,Yellow
Mitella pentandra,Green
Modiola caroliniana,Orange
Modiola caroliniana,Red
Moehringia lateriflora,White
Moehringia macrophylla,White
Mollugo verticillata,White
Mollugo verticillata,Green
Monarda bradburiana,White
Monarda bradburiana,Pink
Monarda bradburiana,Purple
Monarda citriodora,White
Monarda citriodora,Pink
Monarda citriodora,Purple
Monarda clinopodia,White
Monarda clinopodia,Pink
Monarda didyma,Red
Monarda fistulosa,White
Monarda fistulosa,Pink
Monarda fistulosa,Lavender
Monarda fistulosa,Purple
Monarda media,Pink
Monarda punctata,White
Monarda punctata,Green
Monarda punctata,Purple
Monarda punctata,Pink
Monarda punctata,Yellow
Monarda russeliana,White
Monarda russeliana,Purple
Monardella breweri,Pink
Monardella breweri,Purple
Monardella macrantha,Orange
Monardella macrantha,Yellow
Monardella macrantha,Red
Monardella odoratissima,White
Monardella odoratissima,Blue
Monardella odoratissima,Purple
Monardella villosa,White
Monardella villosa,Pink
Monardella villosa,Purple
Moneses uniflora,White
Moneses uniflora,Pink
Monolopia major,White
Monolopia major,Yellow
Monotropa hypopitys,Orange
Monotropa hypopitys,Yellow
Monotropa hypopitys,Red
Monotropa uniflora,White
Morella caroliniensis,
Morella cerifera,
Morella pensylvanica,
Morus rubra,White
Morus rubra,Green
Morus rubra,Brown
Morus rubra,Red
Mucuna gigantea,
Mucuna sloanei,
Muhlenbergia capillaris,Pink
Muhlenbergia capillaris,Red
Muhlenbergia capillaris,Purple
Muhlenbergia dubia,White
Muhlenbergia dumosa,Yellow
Muhlenbergia dumosa,Green
Muhlenbergia dumosa,Brown
Muhlenbergia emersleyi,Purple
Muhlenbergia glomerata,Yellow
Muhlenbergia lindheimeri,White
Muhlenbergia mexicana,Green
Muhlenbergia reverchonii,White
Muhlenbergia reverchonii,Pink
Muhlenbergia reverchonii,Brown
Muhlenbergia rigens,Yellow
Muhlenbergia rigida,White
Muhlenbergia rigida,Green
Muhlenbergia rigida,Brown
Muhlenbergia schreberi,Green
Muhlenbergia sobolifera,Green
Muhlenbergia sobolifera,Brown
Muilla maritima,White
Musineon tenuifolium,Yellow
Myosotis alpestris,
Myosotis laxa,White
Myosotis laxa,Yellow
Myosotis laxa,Blue
Myrcianthes fragrans,White
Myrica californica,White
Myrica californica,Yellow
Myrica caroliniensis,
Myrica cerifera,White
Myrica cerifera,Green
Myrica gale,Green
Myrica gale,Yellow
Myrica gale,Brown
Myrica gale,Blue
Myrica gale,Red
Myrica heterophylla,Yellow
Myrica heterophylla,Green
Myrica inodora,Green
Myrica pensylvanica,Yellow
Myrica pensylvanica,Green
Myrica pusilla,
Myriophyllum heterophyllum,White
Myriophyllum verticillatum,White
Myriophyllum verticillatum,Yellow
Myriophyllum verticillatum,Green
Myriophyllum verticillatum,Purple
Nabalus albus,White
Nabalus albus,Pink
Nabalus albus,Purple
Nabalus albus,Red
Nabalus altissimus,White
Nabalus altissimus,Pink
Nabalus altissimus,Purple
Nabalus altissimus,Red
Nabalus autumnalis,White
Nabalus autumnalis,Pink
Nabalus autumnalis,Purple
Nabalus serpentarius,White
Nabalus serpentarius,Pink
Nabalus serpentarius,Purple
Nabalus serpentarius,Red
Nabalus trifoliolatus,White
Nabalus trifoliolatus,Yellow
Najas flexilis,Green
Najas guadalupensis,Green
Napaea dioica,White
Narthecium americanum,Yellow
Nassella lepida,Green
Nassella lepida,Brown
Nassella pulchra,Brown
Nassella pulchra,Purple
Nassella tenuissima,White
Nassella viridula,Yellow
Navarretia leptalea,White
Navarretia leptalea,Pink
Navarretia leptalea,Yellow
Navarretia leptalea,Purple
Negundo aceroides,
Nekemias arborea,Green
Nelumbo lutea,Yellow
Nemastylis geminiflora,Blue
Nemopanthus mucronatus,
Nemophila aphylla,White
Nemophila maculata,White
Nemophila maculata,Blue
Nemophila maculata,Purple
Nemophila menziesii,White
Nemophila menziesii,Blue
Nemophila phacelioides,White
Nemophila phacelioides,Blue
Nemophila phacelioides,Purple
Neottia convallarioides,White
Neottia convallarioides,Yellow
Neottia convallarioides,Green
Neottia cordata,Yellow
Neottia cordata,Green
Neottia cordata,Purple
Neottia cordata,Red
Nephrolepis biserrata,Not Applicable
Nephrolepis exaltata,Not Applicable
Nephrolepis obliterata,
Neptunia lutea,Yellow
Neptunia plena,
Neviusia alabamensis,White
Noccaea fendleri,White
Noccaea fendleri,Pink
Noccaea fendleri,Purple
Nolina georgiana,White
Nolina georgiana,Green
Nolina microcarpa,White
Nolina texana,White
Nolina texana,Pink
Nolina texana,Green
Nolina texana,Purple
Nothochelone nemorosa,Violet
Nothochelone nemorosa,Pink
Nothochelone nemorosa,Purple
Nothochelone nemorosa,Red
Notholithocarpus densiflorus,Yellow
Notholithocarpus densiflorus,Green
Nothoscordum bivalve,White
Nuphar advena,
Nuphar lutea,Yellow
Nuphar polysepala,Yellow
Nuphar polysepala,Red
Nuphar pumila,Yellow
Nuphar pumila,Green
Nuphar rubrodisca,
Nuphar sagittifolia,Yellow
Nuphar sagittifolia,Green
Nuphar variegata,Yellow
Nuphar variegata,Green
Nuphar variegata,Red
Nuttallanthus canadensis,Blue
Nymphaea elegans,White
Nymphaea elegans,Violet
Nymphaea mexicana,Yellow
Nymphaea odorata,White
Nymphaea odorata,Pink
Nymphaea tetragona,White
Nymphaea tetragona,Pink
Nymphoides aquatica,White
Nymphoides cordata,White
Nyssa aquatica,Green
Nyssa biflora,White
Nyssa biflora,Green
Nyssa ogeche,Green
Nyssa sylvatica,White
Nyssa sylvatica,Green
Nyssa sylvatica,Brown
Nyssa sylvatica,Green–white
Obolaria virginica,White
Obolaria virginica,Purple
Oclemena acuminata,White
Oclemena acuminata,Pink
Oclemena acuminata,Yellow
Oclemena nemoralis,White
Oclemena nemoralis,Pink
Odontosoria chinensis,Not Applicable
Oemleria cerasiformis,White
Oemleria cerasiformis,Green
Oemleria cerasiformis,Brown
Oenothera albicaulis,White
Oenothera albicaulis,Pink
Oenothera argillicola,Yellow
Oenothera biennis,Yellow
Oenothera bistorta,
Oenothera brachycarpa,Yellow
Oenothera caespitosa,White
Oenothera caespitosa,Pink
Oenothera caespitosa,Violet
Oenothera caespitosa,Purple
Oenothera californica,White
Oenothera californica,Pink
Oenothera clelandii,Yellow
Oenothera drummondii,Yellow
Oenothera elata,Yellow
Oenothera filiformis,Pink
Oenothera filiformis,white
Oenothera filipes,
Oenothera fremontii,
Oenothera fruticosa,Pink
Oenothera fruticosa,Yellow
Oenothera gaura,
Oenothera glaucifolia,White
Oenothera grandiflora,Yellow
Oenothera humifusa,Yellow
Oenothera laciniata,Yellow
Oenothera lavandulifolia,Yellow
Oenothera lindheimeri,
Oenothera longissima,Yellow
Oenothera macrocarpa,Yellow
Oenothera missouriensis,
Oenothera ovata,
Oenothera pallida,White
Oenothera pallida,Pink
Oenothera parviflora,Yellow
Oenothera perennis,Yellow
Oenothera pilosella,Yellow
Oenothera pilosella,Purple
Oenothera rosea,Pink
Oenothera rosea,Purple
Oenothera serrulata,Yellow
Oenothera speciosa,White
Oenothera speciosa,Pink
Oenothera suffrutescens,White
Oenothera suffrutescens,Pink
Oenothera suffrutescens,Red
Oenothera tetragona,Yellow
Oenothera tetraptera,White
Oenothera tetraptera,Pink
Oenothera triloba,Orange
Oenothera triloba,Yellow
Oenothera villosa,Yellow
Oldenlandia uniflora,White
Oldenlandia uniflora,Pink
Oligoneuron album,
Oligoneuron ohioense,
Oligoneuron riddellii,
Oligoneuron rigidum,
Olsynium douglasii,White
Olsynium douglasii,Pink
Olsynium douglasii,Purple
Omalotheca sylvatica,Green
Omalotheca sylvatica,Purple
Onoclea sensibilis,Not Applicable
Onoclea struthiopteris,Not Applicable
Ophioglossum crotalophoroides,Not Applicable
Ophioglossum vulgatum,Not Applicable
Oplismenus compositus,
Oplopanax horridus,White
Oplopanax horridus,Green
Oplopanax horridus,Brown
Opulaster opulifolius,
Opuntia arenaria,Yellow
Opuntia arenaria,Green
Opuntia arenaria,Purple
Opuntia austrina,Yellow
Opuntia austrina,Green
Opuntia basilaris,Pink
Opuntia basilaris,Purple
Opuntia basilaris,Red
Opuntia cymochila,Yellow
Opuntia cymochila,Red
Opuntia ellisiana,Orange
Opuntia ellisiana,Pink
Opuntia ellisiana,Yellow
Opuntia ellisiana,Red
Opuntia engelmannii,Yellow
Opuntia erinacea,
Opuntia fragilis,Yellow
Opuntia humifusa,Yellow
Opuntia imbricata,
Opuntia lindheimeri,
Opuntia littoralis,White
Opuntia littoralis,Red
Opuntia macrocentra,Yellow
Opuntia macrocentra,Red
Opuntia macrorhiza,Orange
Opuntia macrorhiza,Yellow
Opuntia macrorhiza,Red
Opuntia phaeacantha,Orange
Opuntia phaeacantha,Yellow
Opuntia phaeacantha,Red
Opuntia polyacantha,Orange
Opuntia polyacantha,Yellow
Opuntia pusilla,White
Opuntia pusilla,Yellow
Opuntia rufida,Orange
Opuntia rufida,Yellow
Opuntia tortispina,
Orbexilum lupinellum,
Orbexilum onobrychis,
Orbexilum pedunculatum,Purple
Oreocarya fulvocanescens,
Oreocarya glomerata,
Oreostemma alpigenum,White
Oreostemma alpigenum,Yellow
Oreostemma alpigenum,Blue
Oreostemma alpigenum,Purple
Orontium aquaticum,Yellow
Orthilia secunda,White
Orthilia secunda,Green
Osmanthus americanus,
Osmorhiza claytonii,White
Osmorhiza longistylis,White
Osmunda cinnamomea,
Osmunda claytoniana,
Osmunda regalis,Not Applicable
Osmunda spectabilis,Not Applicable
Osmundastrum cinnamomeum,Orange
Osmundastrum cinnamomeum,Not Applicable
Osmundastrum claytonianum,Not Applicable
Osmundastrum claytonianum,Brown
Ostrya virginiana,White
Ostrya virginiana,Yellow
Ostrya virginiana,Green
Ostrya virginiana,Brown
Oxalis acetosella,
Oxalis corniculata,
Oxalis decaphylla,White
Oxalis decaphylla,Pink
Oxalis decaphylla,Green
Oxalis decaphylla,Purple
Oxalis latifolia,White
Oxalis latifolia,Pink
Oxalis latifolia,Green
Oxalis latifolia,Purple
Oxalis oregana,White
Oxalis oregana,Pink
Oxalis oregana,Yellow
Oxalis stricta,Yellow
Oxalis violacea,White
Oxalis violacea,Green
Oxalis violacea,Violet
Oxalis violacea,Purple
Oxalis violacea,Pink
Oxybaphus nyctagineus,White
Oxybaphus nyctagineus,Pink
Oxybaphus nyctagineus,red–purple
Oxybaphus nyctagineus,Purple
Oxydendrum arboreum,White
Oxypolis rigidior,White
Oxypolis rigidior,Pink
Oxyria digyna,Green
Oxyria digyna,Brown
Oxyria digyna,Red
Oxytropis campestris,White
Oxytropis campestris,Yellow
Oxytropis lambertii,Red
Pachysandra procumbens,White
Pachysandra procumbens,Pink
Packera anonyma,Yellow
Packera antennariifolia,Yellow
Packera aurea,Yellow
Packera bolanderi,Orange
Packera bolanderi,Yellow
Packera obovata,Yellow
Packera paupercula,Yellow
Packera plattensis,Yellow
Padus virginiana,
Paeonia brownii,Yellow
Paeonia brownii,Green
Paeonia brownii,Red
Palafoxia callosa,White
Palafoxia callosa,Pink
Palafoxia callosa,Purple
Palafoxia hookeriana,Pink
Palafoxia sphacelata,White
Palafoxia sphacelata,Pink
Palafoxia texana,White
Palafoxia texana,Pink
Panax quinquefolius,White
Panax trifolius,White
Pandanus dubius,
Pandanus tectorius,
Panicum amarum,White
Panicum amarum,Green
Panicum amarum,Yellow
Panicum amarum,Orange
Panicum boreale,
Panicum bulbosum,Green
Panicum bulbosum,Brown
Panicum bulbosum,Purple
Panicum capillare,Green
Panicum capillare,Purple
Panicum clandestinum,
Panicum dichotomiflorum,Green
Panicum dichotomum,
Panicum latifolium,
Panicum laxiflorum,
Panicum trichoides,
Panicum virgatum,Green
Panicum virgatum,Brown
Papaver alpinum,
Papaver californicum,Orange
Papaver californicum,Red
Papaver croceum,
Papaver heterophyllum,Orange
Papaver heterophyllum,Red
Papaver nudicaule,White
Papaver nudicaule,Yellow
Papaver nudicaule,Orange
Parathelypteris noveboracensis,
Parkinsonia aculeata,Orange
Parkinsonia aculeata,Yellow
Parkinsonia florida,Yellow
Parnassia americana,
Parnassia asarifolia,White
Parnassia asarifolia,Green
Parnassia caroliniana,White
Parnassia fimbriata,White
Parnassia palustris,White
Parnassia parviflora,White
Paronychia argyrocoma,Green
Paronychia argyrocoma,Brown
Parrya nudicaulis,White
Parrya nudicaulis,Purple
Parthenium integrifolium,White
Parthenocissus quinquefolia,White
Parthenocissus quinquefolia,Green
Parthenocissus quinquefolia,Cream–white
Pascopyrum smithii,
Paspalum distichum,Green
Paspalum floridanum,White
Paspalum floridanum,Green
Paspalum floridanum,Brown
Paspalum laeve,Green
Paspalum laeve,Brown
Passiflora ciliata,
Passiflora incarnata,Lavender
Passiflora incarnata,Pink
Passiflora incarnata,Blue
Passiflora incarnata,Purple
Passiflora lutea,White
Passiflora lutea,Yellow
Passiflora lutea,Green
Passiflora pallida,White
Passiflora pallida,Yellow
Passiflora pallida,Green
Passiflora pallida,Purple
Patis racemosa,Green
Patis racemosa,Brown
Pavonia lasiopetala,Pink
Pavonia lasiopetala,Yellow
Pavonia spinifex,Yellow
Paxistima canbyi,Green
Paxistima canbyi,Brown
Paysonia grandiflora,Yellow
Pectis angustifolia,Yellow
Pectis angustifolia,Red
Pedicularis canadensis,Yellow
Pedicularis canadensis,Purple
Pedicularis canadensis,Red
Pedicularis groenlandica,White
Pedicularis groenlandica,Pink
Pedicularis groenlandica,Purple
Pedicularis lanceolata,White
Pedicularis lanceolata,Yellow
Pedicularis parryi,White
Pedicularis parryi,Yellow
Pedicularis parryi,Violet
Pedicularis parryi,Purple
Pedilanthus tithymaloides,
Pediocactus simpsonii,Pink
Pediocactus simpsonii,Yellow
Pediomelum esculentum,Blue
Pediomelum esculentum,Purple
Pediomelum subacaule,White
Pediomelum subacaule,Blue
Pediomelum subacaule,Violet
Pediomelum subacaule,Purple
Pediomelum tenuiflorum,Violet
Pediomelum tenuiflorum,Purple
Pellaea atropurpurea,
Peltandra sagittifolia,White
Peltandra virginica,White
Peltandra virginica,Yellow
Peltandra virginica,Green
Pennisetum advena,
Penstemon × hybridus,
Penstemon abietinus,White
Penstemon abietinus,Blue
Penstemon abietinus,Purple
Penstemon acuminatus,Yellow
Penstemon acuminatus,Blue
Penstemon acuminatus,Purple
Penstemon albertinus,Blue
Penstemon albertinus,Purple
Penstemon albidus,White
Penstemon albidus,Pink
Penstemon albidus,Purple
Penstemon anguineus,Violet
Penstemon anguineus,Blue
Penstemon anguineus,Purple
Penstemon angustifolius,Violet
Penstemon angustifolius,Pink
Penstemon angustifolius,Blue
Penstemon angustifolius,Purple
Penstemon aridus,Violet
Penstemon aridus,Blue
Penstemon aridus,Purple
Penstemon arkansanus,White
Penstemon arkansanus,Pink
Penstemon australis,White
Penstemon australis,Pink
Penstemon australis,Purple
Penstemon azureus,Violet
Penstemon azureus,Blue
Penstemon azureus,Purple
Penstemon baccharifolius,Red
Penstemon barbatus,Red
Penstemon barrettiae,White
Penstemon barrettiae,Pink
Penstemon caespitosus,White
Penstemon caespitosus,Yellow
Penstemon caespitosus,Blue
Penstemon caespitosus,Purple
Penstemon calycosus,White
Penstemon calycosus,Pink
Penstemon calycosus,Violet
Penstemon calycosus,Purple
Penstemon canescens,White
Penstemon canescens,Violet
Penstemon canescens,Purple
Penstemon cardwellii,White
Penstemon cardwellii,Violet
Penstemon cardwellii,Purple
Penstemon centranthifolius,Red
Penstemon cobaea,White
Penstemon cobaea,Violet
Penstemon cobaea,Purple
Penstemon cobaea,Pink
Penstemon cobaea,Lavender
Penstemon confertus,White
Penstemon confertus,Pink
Penstemon confertus,Yellow
Penstemon confertus,Purple
Penstemon crandallii,Blue
Penstemon crandallii,Purple
Penstemon cyananthus,Violet
Penstemon cyananthus,Blue
Penstemon davidsonii,White
Penstemon davidsonii,Violet
Penstemon davidsonii,Purple
